Time,Run 1
1535.8,0
1536,0
1536.2,3
1536.4,2
1536.6,3
1536.8,1
1537,2
1537.2,2
1537.4,5
1537.6,1
1537.8,1
1538,1
1538.2,2
1538.4,5
1538.6,4
1538.8,4
1539,3
1539.2,1
1539.4,2
1539.6,1
1539.8,3
1540,4
1540.2,2
1540.4,4
1540.6,0
1540.8,0
1541,3
1541.2,1
1541.4,2
1541.6,2
1541.8,2
1542,0
1542.2,2
1542.4,1
1542.6,1
1542.8,3
1543,4
1543.2,0
1543.4,2
1543.6,2
1543.8,2
1544,1
1544.2,4
1544.4,1
1544.6,3
1544.8,1
1545,0
1545.2,0
1545.4,0
1545.6,1
1545.8,2
1546,2
1546.2,6
1546.4,4
1546.6,2
1546.8,2
1547,0
1547.2,1
1547.4,2
1547.6,1
1547.8,1
1548,0
1548.2,4
1548.4,5
1548.6,4
1548.8,4
1549,2
1549.2,0
1549.4,5
1549.6,1
1549.8,1
1550,5
1550.2,3
1550.4,1
1550.6,5
1550.8,3
1551,3
1551.2,2
1551.4,1
1551.6,2
1551.8,1
1552,2
1552.2,0
1552.4,5
1552.6,2
1552.8,1
1553,2
1553.2,2
1553.4,2
1553.6,5
1553.8,3
1554,3
1554.2,2
1554.4,1
1554.6,3
1554.8,0
1555,1
1555.2,3
1555.4,2
1555.6,4
1555.8,0
1556,0
1556.2,4
1556.4,3
1556.6,0
1556.8,1
1557,1
1557.2,2
1557.4,2
1557.6,0
1557.8,4
1558,1
1558.2,1
1558.4,1
1558.6,1
1558.8,3
1559,0
1559.2,3
1559.4,5
1559.6,2
1559.8,1
1560,1
1560.2,1
1560.4,1
1560.6,2
1560.8,2
1561,0
1561.2,0
1561.4,3
1561.6,0
1561.8,3
1562,0
1562.2,1
1562.4,2
1562.6,1
1562.8,1
1563,2
1563.2,1
1563.4,3
1563.6,2
1563.8,3
1564,2
1564.2,3
1564.4,2
1564.6,1
1564.8,1
1565,0
1565.2,3
1565.4,1
1565.6,0
1565.8,1
1566,0
1566.2,1
1566.4,1
1566.6,2
1566.8,1
1567,1
1567.2,1
1567.4,1
1567.6,1
1567.8,1
1568,1
1568.2,2
1568.4,4
1568.6,0
1568.8,3
1569,3
1569.2,5
1569.4,0
1569.6,0
1569.8,0
1570,4
1570.2,3
1570.4,1
1570.6,0
1570.8,1
1571,0
1571.2,3
1571.4,1
1571.6,0
1571.8,1
1572,3
1572.2,1
1572.4,1
1572.6,2
1572.8,4
1573,8
1573.2,2
1573.4,2
1573.6,1
1573.8,0
1574,1
1574.2,3
1574.4,4
1574.6,3
1574.8,1
1575,3
1575.2,2
1575.4,3
1575.6,2
1575.8,1
1576,1
1576.2,0
1576.4,3
1576.6,1
1576.8,2
1577,3
1577.2,2
1577.4,0
1577.6,2
1577.8,4
1578,0
1578.2,1
1578.4,4
1578.6,2
1578.8,3
1579,3
1579.2,1
1579.4,1
1579.6,0
1579.8,6
1580,0
1580.2,2
1580.4,2
1580.6,1
1580.8,2
1581,1
1581.2,1
1581.4,2
1581.6,4
1581.8,1
1582,0
1582.2,1
1582.4,5
1582.6,3
1582.8,4
1583,3
1583.2,2
1583.4,4
1583.6,2
1583.8,2
1584,0
1584.2,2
1584.4,2
1584.6,0
1584.8,0
1585,5
1585.2,3
1585.4,4
1585.6,0
1585.8,1
1586,3
1586.2,5
1586.4,5
1586.6,1
1586.8,0
1587,1
1587.2,1
1587.4,2
1587.6,4
1587.8,3
1588,0
1588.2,0
1588.4,2
1588.6,2
1588.8,6
1589,2
1589.2,1
1589.4,2
1589.6,2
1589.8,2
1590,2
1590.2,2
1590.4,2
1590.6,1
1590.8,1
1591,2
1591.2,1
1591.4,2
1591.6,2
1591.8,3
1592,3
1592.2,2
1592.4,0
1592.6,1
1592.8,0
1593,2
1593.2,3
1593.4,2
1593.6,1
1593.8,0
1594,4
1594.2,4
1594.4,1
1594.6,1
1594.8,5
1595,2
1595.2,2
1595.4,3
1595.6,3
1595.8,1
1596,1
1596.2,1
1596.4,2
1596.6,2
1596.8,1
1597,0
1597.2,3
1597.4,2
1597.6,7
1597.8,0
1598,2
1598.2,3
1598.4,3
1598.6,1
1598.8,1
1599,3
1599.2,1
1599.4,1
1599.6,6
1599.8,0
1600,2
1600.2,3
1600.4,2
1600.6,0
1600.8,2
1601,2
1601.2,3
1601.4,2
1601.6,3
1601.8,1
1602,1
1602.2,5
1602.4,3
1602.6,1
1602.8,1
1603,1
1603.2,4
1603.4,4
1603.6,3
1603.8,4
1604,2
1604.2,3
1604.4,3
1604.6,2
1604.8,1
1605,0
1605.2,3
1605.4,3
1605.6,5
1605.8,2
1606,4
1606.2,1
1606.4,4
1606.6,1
1606.8,1
1607,0
1607.2,2
1607.4,0
1607.6,4
1607.8,4
1608,1
1608.2,1
1608.4,2
1608.6,2
1608.8,2
1609,3
1609.2,2
1609.4,2
1609.6,4
1609.8,2
1610,0
1610.2,2
1610.4,6
1610.6,1
1610.8,3
1611,5
1611.2,1
1611.4,3
1611.6,2
1611.8,4
1612,1
1612.2,1
1612.4,1
1612.6,0
1612.8,1
1613,2
1613.2,0
1613.4,2
1613.6,3
1613.8,4
1614,3
1614.2,2
1614.4,3
1614.6,3
1614.8,0
1615,1
1615.2,4
1615.4,5
1615.6,1
1615.8,1
1616,0
1616.2,3
1616.4,5
1616.6,1
1616.8,1
1617,5
1617.2,3
1617.4,4
1617.6,3
1617.8,0
1618,2
1618.2,0
1618.4,2
1618.6,0
1618.8,4
1619,1
1619.2,1
1619.4,1
1619.6,2
1619.8,2
1620,2
1620.2,0
1620.4,2
1620.6,1
1620.8,2
1621,6
1621.2,0
1621.4,2
1621.6,3
1621.8,4
1622,3
1622.2,1
1622.4,2
1622.6,5
1622.8,1
1623,1
1623.2,2
1623.4,1
1623.6,2
1623.8,2
1624,0
1624.2,3
1624.4,2
1624.6,0
1624.8,2
1625,1
1625.2,2
1625.4,4
1625.6,1
1625.8,0
1626,1
1626.2,0
1626.4,4
1626.6,1
1626.8,4
1627,2
1627.2,3
1627.4,3
1627.6,1
1627.8,1
1628,3
1628.2,2
1628.4,1
1628.6,2
1628.8,1
1629,0
1629.2,1
1629.4,1
1629.6,2
1629.8,8
1630,2
1630.2,1
1630.4,1
1630.6,1
1630.8,4
1631,2
1631.2,3
1631.4,1
1631.6,1
1631.8,2
1632,2
1632.2,4
1632.4,1
1632.6,2
1632.8,1
1633,1
1633.2,4
1633.4,2
1633.6,4
1633.8,2
1634,0
1634.2,1
1634.4,3
1634.6,3
1634.8,3
1635,1
1635.2,3
1635.4,3
1635.6,2
1635.8,4
1636,2
1636.2,4
1636.4,1
1636.6,1
1636.8,1
1637,1
1637.2,2
1637.4,2
1637.6,1
1637.8,2
1638,2
1638.2,4
1638.4,1
1638.6,1
1638.8,2
1639,1
1639.2,3
1639.4,3
1639.6,2
1639.8,1
1640,2
1640.2,1
1640.4,1
1640.6,2
1640.8,1
1641,3
1641.2,3
1641.4,2
1641.6,3
1641.8,2
1642,3
1642.2,2
1642.4,0
1642.6,1
1642.8,2
1643,0
1643.2,3
1643.4,3
1643.6,3
1643.8,1
1644,1
1644.2,3
1644.4,1
1644.6,1
1644.8,1
1645,0
1645.2,2
1645.4,2
1645.6,2
1645.8,1
1646,4
1646.2,2
1646.4,4
1646.6,2
1646.8,3
1647,2
1647.2,1
1647.4,5
1647.6,4
1647.8,3
1648,2
1648.2,0
1648.4,2
1648.6,2
1648.8,3
1649,3
1649.2,3
1649.4,3
1649.6,3
1649.8,2
1650,2
1650.2,1
1650.4,2
1650.6,2
1650.8,2
1651,3
1651.2,2
1651.4,2
1651.6,1
1651.8,2
1652,3
1652.2,3
1652.4,4
1652.6,3
1652.8,2
1653,2
1653.2,0
1653.4,1
1653.6,2
1653.8,3
1654,2
1654.2,1
1654.4,3
1654.6,2
1654.8,2
1655,2
1655.2,3
1655.4,3
1655.6,4
1655.8,3
1656,2
1656.2,1
1656.4,1
1656.6,1
1656.8,1
1657,4
1657.2,4
1657.4,0
1657.6,1
1657.8,1
1658,0
1658.2,2
1658.4,3
1658.6,3
1658.8,1
1659,1
1659.2,2
1659.4,2
1659.6,3
1659.8,2
1660,4
1660.2,0
1660.4,2
1660.6,2
1660.8,0
1661,0
1661.2,1
1661.4,1
1661.6,3
1661.8,1
1662,3
1662.2,3
1662.4,0
1662.6,6
1662.8,2
1663,0
1663.2,3
1663.4,3
1663.6,2
1663.8,0
1664,0
1664.2,1
1664.4,6
1664.6,0
1664.8,2
1665,1
1665.2,3
1665.4,0
1665.6,2
1665.8,1
1666,3
1666.2,1
1666.4,2
1666.6,2
1666.8,2
1667,1
1667.2,5
1667.4,2
1667.6,1
1667.8,3
1668,3
1668.2,3
1668.4,3
1668.6,3
1668.8,3
1669,4
1669.2,1
1669.4,0
1669.6,2
1669.8,0
1670,2
1670.2,1
1670.4,1
1670.6,0
1670.8,2
1671,2
1671.2,1
1671.4,3
1671.6,0
1671.8,1
1672,4
1672.2,1
1672.4,0
1672.6,2
1672.8,0
1673,1
1673.2,3
1673.4,5
1673.6,0
1673.8,3
1674,3
1674.2,2
1674.4,4
1674.6,4
1674.8,4
1675,0
1675.2,1
1675.4,1
1675.6,1
1675.8,1
1676,1
1676.2,0
1676.4,2
1676.6,0
1676.8,2
1677,0
1677.2,2
1677.4,1
1677.6,0
1677.8,1
1678,2
1678.2,0
1678.4,3
1678.6,2
1678.8,0
1679,2
1679.2,2
1679.4,1
1679.6,4
1679.8,2
1680,2
1680.2,0
1680.4,1
1680.6,4
1680.8,2
1681,2
1681.2,2
1681.4,3
1681.6,0
1681.8,0
1682,0
1682.2,0
1682.4,3
1682.6,4
1682.8,3
1683,4
1683.2,2
1683.4,1
1683.6,1
1683.8,0
1684,0
1684.2,1
1684.4,2
1684.6,6
1684.8,5
1685,2
1685.2,1
1685.4,3
1685.6,1
1685.8,4
1686,1
1686.2,2
1686.4,1
1686.6,3
1686.8,2
1687,3
1687.2,2
1687.4,1
1687.6,0
1687.8,5
1688,3
1688.2,1
1688.4,2
1688.6,2
1688.8,1
1689,4
1689.2,4
1689.4,0
1689.6,1
1689.8,1
1690,1
1690.2,1
1690.4,3
1690.6,3
1690.8,1
1691,3
1691.2,4
1691.4,0
1691.6,4
1691.8,1
1692,3
1692.2,3
1692.4,4
1692.6,3
1692.8,3
1693,0
1693.2,0
1693.4,3
1693.6,0
1693.8,2
1694,1
1694.2,1
1694.4,2
1694.6,2
1694.8,0
1695,7
1695.2,0
1695.4,4
1695.6,0
1695.8,2
1696,3
1696.2,1
1696.4,0
1696.6,1
1696.8,1
1697,2
1697.2,1
1697.4,1
1697.6,0
1697.8,2
1698,3
1698.2,3
1698.4,1
1698.6,1
1698.8,0
1699,0
1699.2,1
1699.4,4
1699.6,2
1699.8,2
1700,2
1700.2,2
1700.4,2
1700.6,2
1700.8,2
1701,1
1701.2,2
1701.4,1
1701.6,3
1701.8,1
1702,2
1702.2,1
1702.4,2
1702.6,2
1702.8,1
1703,3
1703.2,4
1703.4,2
1703.6,0
1703.8,2
1704,0
1704.2,1
1704.4,1
1704.6,3
1704.8,2
1705,1
1705.2,2
1705.4,2
1705.6,2
1705.8,3
1706,7
1706.2,2
1706.4,1
1706.6,3
1706.8,4
1707,1
1707.2,0
1707.4,0
1707.6,4
1707.8,3
1708,0
1708.2,1
1708.4,1
1708.6,1
1708.8,3
1709,3
1709.2,1
1709.4,2
1709.6,2
1709.8,1
1710,1
1710.2,1
1710.4,5
1710.6,4
1710.8,1
1711,2
1711.2,1
1711.4,2
1711.6,1
1711.8,4
1712,2
1712.2,3
1712.4,3
1712.6,1
1712.8,3
1713,0
1713.2,1
1713.4,2
1713.6,3
1713.8,2
1714,0
1714.2,1
1714.4,3
1714.6,3
1714.8,1
1715,2
1715.2,3
1715.4,5
1715.6,3
1715.8,3
1716,4
1716.2,0
1716.4,1
1716.6,3
1716.8,3
1717,1
1717.2,0
1717.4,2
1717.6,1
1717.8,2
1718,5
1718.2,2
1718.4,0
1718.6,4
1718.8,4
1719,2
1719.2,4
1719.4,2
1719.6,0
1719.8,3
1720,2
1720.2,2
1720.4,3
1720.6,4
1720.8,3
1721,3
1721.2,3
1721.4,1
1721.6,2
1721.8,3
1722,5
1722.2,4
1722.4,2
1722.6,3
1722.8,2
1723,2
1723.2,1
1723.4,0
1723.6,1
1723.8,2
1724,1
1724.2,3
1724.4,6
1724.6,5
1724.8,0
1725,0
1725.2,3
1725.4,1
1725.6,0
1725.8,2
1726,2
1726.2,1
1726.4,2
1726.6,3
1726.8,4
1727,2
1727.2,1
1727.4,4
1727.6,1
1727.8,1
1728,1
1728.2,3
1728.4,1
1728.6,1
1728.8,3
1729,1
1729.2,2
1729.4,3
1729.6,0
1729.8,2
1730,2
1730.2,2
1730.4,2
1730.6,3
1730.8,2
1731,2
1731.2,4
1731.4,0
1731.6,3
1731.8,4
1732,0
1732.2,3
1732.4,0
1732.6,0
1732.8,1
1733,2
1733.2,1
1733.4,2
1733.6,4
1733.8,4
1734,0
1734.2,0
1734.4,1
1734.6,4
1734.8,1
1735,3
1735.2,1
1735.4,2
1735.6,4
1735.8,2
1736,0
1736.2,0
1736.4,4
1736.6,3
1736.8,2
1737,4
1737.2,2
1737.4,3
1737.6,2
1737.8,1
1738,2
1738.2,1
1738.4,2
1738.6,3
1738.8,3
1739,3
1739.2,2
1739.4,4
1739.6,3
1739.8,2
1740,6
1740.2,3
1740.4,3
1740.6,6
1740.8,2
1741,4
1741.2,3
1741.4,1
1741.6,1
1741.8,2
1742,2
1742.2,2
1742.4,3
1742.6,1
1742.8,1
1743,3
1743.2,3
1743.4,1
1743.6,1
1743.8,1
1744,6
1744.2,3
1744.4,1
1744.6,2
1744.8,0
1745,0
1745.2,2
1745.4,2
1745.6,2
1745.8,2
1746,3
1746.2,2
1746.4,3
1746.6,0
1746.8,3
1747,2
1747.2,1
1747.4,0
1747.6,0
1747.8,1
1748,2
1748.2,4
1748.4,0
1748.6,5
1748.8,1
1749,0
1749.2,3
1749.4,1
1749.6,1
1749.8,1
1750,2
1750.2,0
1750.4,4
1750.6,1
1750.8,1
1751,4
1751.2,4
1751.4,3
1751.6,2
1751.8,3
1752,2
1752.2,2
1752.4,2
1752.6,3
1752.8,1
1753,0
1753.2,2
1753.4,4
1753.6,0
1753.8,1
1754,0
1754.2,0
1754.4,3
1754.6,0
1754.8,2
1755,3
1755.2,1
1755.4,2
1755.6,4
1755.8,4
1756,0
1756.2,2
1756.4,2
1756.6,2
1756.8,0
1757,0
1757.2,3
1757.4,2
1757.6,3
1757.8,2
1758,0
1758.2,0
1758.4,1
1758.6,5
1758.8,3
1759,0
1759.2,0
1759.4,2
1759.6,2
1759.8,1
1760,0
1760.2,2
1760.4,2
1760.6,4
1760.8,4
1761,1
1761.2,1
1761.4,2
1761.6,1
1761.8,4
1762,1
1762.2,1
1762.4,2
1762.6,0
1762.8,0
1763,2
1763.2,4
1763.4,4
1763.6,5
1763.8,1
1764,1
1764.2,3
1764.4,1
1764.6,2
1764.8,2
1765,1
1765.2,3
1765.4,0
1765.6,1
1765.8,2
1766,2
1766.2,1
1766.4,1
1766.6,1
1766.8,1
1767,2
1767.2,4
1767.4,0
1767.6,0
1767.8,1
1768,3
1768.2,2
1768.4,4
1768.6,2
1768.8,6
1769,5
1769.2,0
1769.4,1
1769.6,2
1769.8,2
1770,3
1770.2,4
1770.4,3
1770.6,2
1770.8,4
1771,1
1771.2,2
1771.4,2
1771.6,0
1771.8,1
1772,1
1772.2,2
1772.4,2
1772.6,1
1772.8,3
1773,1
1773.2,3
1773.4,0
1773.6,3
1773.8,1
1774,3
1774.2,1
1774.4,3
1774.6,4
1774.8,3
1775,4
1775.2,6
1775.4,1
1775.6,1
1775.8,1
1776,3
1776.2,3
1776.4,3
1776.6,0
1776.8,3
1777,1
1777.2,2
1777.4,0
1777.6,2
1777.8,0
1778,3
1778.2,1
1778.4,0
1778.6,0
1778.8,1
1779,1
1779.2,1
1779.4,1
1779.6,1
1779.8,3
1780,5
1780.2,0
1780.4,2
1780.6,0
1780.8,2
1781,3
1781.2,0
1781.4,0
1781.6,1
1781.8,1
1782,4
1782.2,0
1782.4,3
1782.6,2
1782.8,4
1783,1
1783.2,2
1783.4,3
1783.6,3
1783.8,1
1784,0
1784.2,0
1784.4,1
1784.6,2
1784.8,1
1785,2
1785.2,3
1785.4,0
1785.6,0
1785.8,1
1786,2
1786.2,5
1786.4,3
1786.6,0
1786.8,1
1787,2
1787.2,2
1787.4,3
1787.6,0
1787.8,4
1788,1
1788.2,1
1788.4,4
1788.6,2
1788.8,2
1789,1
1789.2,5
1789.4,1
1789.6,2
1789.8,4
1790,0
1790.2,1
1790.4,1
1790.6,1
1790.8,1
1791,3
1791.2,1
1791.4,1
1791.6,1
1791.8,1
1792,3
1792.2,4
1792.4,1
1792.6,0
1792.8,1
1793,2
1793.2,3
1793.4,4
1793.6,2
1793.8,2
1794,1
1794.2,5
1794.4,1
1794.6,2
1794.8,2
1795,3
1795.2,3
1795.4,0
1795.6,3
1795.8,1
1796,2
1796.2,3
1796.4,2
1796.6,0
1796.8,3
1797,3
1797.2,2
1797.4,4
1797.6,1
1797.8,2
1798,3
1798.2,1
1798.4,1
1798.6,2
1798.8,0
1799,2
1799.2,1
1799.4,0
1799.6,5
1799.8,3
1800,0
1800.2,2
1800.4,3
1800.6,0
1800.8,1
1801,3
1801.2,1
1801.4,2
1801.6,2
1801.8,4
1802,0
1802.2,3
1802.4,1
1802.6,2
1802.8,2
1803,2
1803.2,1
1803.4,0
1803.6,2
1803.8,3
1804,1
1804.2,5
1804.4,3
1804.6,1
1804.8,1
1805,3
1805.2,4
1805.4,2
1805.6,0
1805.8,1
1806,2
1806.2,0
1806.4,4
1806.6,3
1806.8,1
1807,1
1807.2,2
1807.4,4
1807.6,1
1807.8,1
1808,4
1808.2,3
1808.4,3
1808.6,2
1808.8,2
1809,2
1809.2,4
1809.4,1
1809.6,4
1809.8,3
1810,2
1810.2,2
1810.4,2
1810.6,3
1810.8,6
1811,4
1811.2,2
1811.4,1
1811.6,2
1811.8,3
1812,2
1812.2,1
1812.4,1
1812.6,1
1812.8,3
1813,1
1813.2,5
1813.4,1
1813.6,0
1813.8,5
1814,2
1814.2,1
1814.4,1
1814.6,5
1814.8,1
1815,4
1815.2,2
1815.4,1
1815.6,3
1815.8,2
1816,1
1816.2,3
1816.4,2
1816.6,2
1816.8,3
1817,1
1817.2,2
1817.4,2
1817.6,3
1817.8,1
1818,1
1818.2,2
1818.4,3
1818.6,3
1818.8,2
1819,1
1819.2,3
1819.4,1
1819.6,2
1819.8,3
1820,6
1820.2,1
1820.4,1
1820.6,2
1820.8,1
1821,1
1821.2,1
1821.4,4
1821.6,4
1821.8,2
1822,0
1822.2,3
1822.4,2
1822.6,3
1822.8,2
1823,2
1823.2,1
1823.4,2
1823.6,2
1823.8,2
1824,1
1824.2,2
1824.4,4
1824.6,1
1824.8,1
1825,1
1825.2,2
1825.4,3
1825.6,0
1825.8,1
1826,5
1826.2,3
1826.4,0
1826.6,1
1826.8,3
1827,2
1827.2,1
1827.4,4
1827.6,2
1827.8,3
1828,0
1828.2,1
1828.4,3
1828.6,0
1828.8,1
1829,2
1829.2,1
1829.4,0
1829.6,1
1829.8,2
1830,2
1830.2,1
1830.4,1
1830.6,1
1830.8,2
1831,3
1831.2,0
1831.4,3
1831.6,1
1831.8,3
1832,2
1832.2,1
1832.4,0
1832.6,3
1832.8,2
1833,0
1833.2,0
1833.4,1
1833.6,1
1833.8,2
1834,2
1834.2,2
1834.4,1
1834.6,2
1834.8,3
1835,3
1835.2,1
1835.4,0
1835.6,2
1835.8,1
1836,0
1836.2,0
1836.4,5
1836.6,1
1836.8,0
1837,2
1837.2,4
1837.4,1
1837.6,2
1837.8,1
1838,0
1838.2,1
1838.4,3
1838.6,0
1838.8,1
1839,1
1839.2,5
1839.4,2
1839.6,0
1839.8,5
1840,1
1840.2,1
1840.4,1
1840.6,0
1840.8,3
1841,4
1841.2,3
1841.4,1
1841.6,1
1841.8,1
1842,4
1842.2,0
1842.4,3
1842.6,1
1842.8,2
1843,2
1843.2,2
1843.4,3
1843.6,4
1843.8,1
1844,1
1844.2,3
1844.4,5
1844.6,0
1844.8,0
1845,1
1845.2,3
1845.4,3
1845.6,2
1845.8,2
1846,1
1846.2,2
1846.4,0
1846.6,4
1846.8,1
1847,2
1847.2,1
1847.4,5
1847.6,1
1847.8,3
1848,1
1848.2,3
1848.4,1
1848.6,2
1848.8,1
1849,2
1849.2,0
1849.4,4
1849.6,1
1849.8,2
1850,3
1850.2,0
1850.4,4
1850.6,2
1850.8,2
1851,1
1851.2,0
1851.4,1
1851.6,1
1851.8,1
1852,4
1852.2,1
1852.4,1
1852.6,0
1852.8,5
1853,4
1853.2,1
1853.4,3
1853.6,1
1853.8,0
1854,3
1854.2,2
1854.4,1
1854.6,1
1854.8,1
1855,1
1855.2,0
1855.4,0
1855.6,2
1855.8,2
1856,1
1856.2,3
1856.4,1
1856.6,0
1856.8,4
1857,0
1857.2,8
1857.4,3
1857.6,1
1857.8,2
1858,2
1858.2,2
1858.4,3
1858.6,0
1858.8,3
1859,3
1859.2,0
1859.4,0
1859.6,5
1859.8,1
1860,3
1860.2,2
1860.4,1
1860.6,1
1860.8,4
1861,2
1861.2,3
1861.4,0
1861.6,2
1861.8,3
1862,2
1862.2,2
1862.4,0
1862.6,2
1862.8,0
1863,2
1863.2,1
1863.4,3
1863.6,2
1863.8,2
1864,1
1864.2,1
1864.4,3
1864.6,0
1864.8,3
1865,1
1865.2,2
1865.4,3
1865.6,0
1865.8,1
1866,4
1866.2,0
1866.4,0
1866.6,2
1866.8,2
1867,0
1867.2,2
1867.4,1
1867.6,1
1867.8,4
1868,5
1868.2,1
1868.4,2
1868.6,2
1868.8,2
1869,0
1869.2,2
1869.4,2
1869.6,5
1869.8,2
1870,2
1870.2,2
1870.4,3
1870.6,1
1870.8,3
1871,3
1871.2,0
1871.4,3
1871.6,2
1871.8,0
1872,4
1872.2,2
1872.4,2
1872.6,3
1872.8,1
1873,2
1873.2,1
1873.4,1
1873.6,1
1873.8,1
1874,2
1874.2,4
1874.4,3
1874.6,4
1874.8,2
1875,1
1875.2,4
1875.4,4
1875.6,4
1875.8,0
1876,3
1876.2,1
1876.4,2
1876.6,2
1876.8,1
1877,3
1877.2,4
1877.4,2
1877.6,3
1877.8,2
1878,2
1878.2,0
1878.4,1
1878.6,0
1878.8,2
1879,4
1879.2,3
1879.4,3
1879.6,1
1879.8,2
1880,2
1880.2,1
1880.4,1
1880.6,5
1880.8,3
1881,2
1881.2,0
1881.4,4
1881.6,4
1881.8,2
1882,0
1882.2,0
1882.4,3
1882.6,7
1882.8,2
1883,0
1883.2,1
1883.4,4
1883.6,1
1883.8,2
1884,3
1884.2,1
1884.4,1
1884.6,2
1884.8,3
1885,2
1885.2,3
1885.4,1
1885.6,0
1885.8,1
1886,3
1886.2,0
1886.4,2
1886.6,1
1886.8,2
1887,2
1887.2,4
1887.4,2
1887.6,2
1887.8,4
1888,5
1888.2,0
1888.4,1
1888.6,1
1888.8,2
1889,1
1889.2,4
1889.4,1
1889.6,3
1889.8,3
1890,3
1890.2,4
1890.4,2
1890.6,1
1890.8,3
1891,3
1891.2,2
1891.4,1
1891.6,2
1891.8,1
1892,1
1892.2,3
1892.4,3
1892.6,1
1892.8,2
1893,2
1893.2,3
1893.4,0
1893.6,5
1893.8,1
1894,0
1894.2,2
1894.4,3
1894.6,2
1894.8,2
1895,1
1895.2,0
1895.4,6
1895.6,2
1895.8,0
1896,1
1896.2,3
1896.4,1
1896.6,3
1896.8,1
1897,3
1897.2,1
1897.4,3
1897.6,2
1897.8,1
1898,1
1898.2,1
1898.4,2
1898.6,5
1898.8,3
1899,2
1899.2,2
1899.4,0
1899.6,1
1899.8,3
1900,2
1900.2,3
1900.4,0
1900.6,1
1900.8,5
1901,1
1901.2,3
1901.4,3
1901.6,3
1901.8,2
1902,2
1902.2,0
1902.4,5
1902.6,1
1902.8,2
1903,2
1903.2,0
1903.4,1
1903.6,2
1903.8,1
1904,1
1904.2,1
1904.4,1
1904.6,0
1904.8,0
1905,1
1905.2,4
1905.4,3
1905.6,2
1905.8,0
1906,2
1906.2,2
1906.4,5
1906.6,1
1906.8,3
1907,0
1907.2,1
1907.4,0
1907.6,4
1907.8,0
1908,2
1908.2,3
1908.4,2
1908.6,0
1908.8,4
1909,2
1909.2,1
1909.4,1
1909.6,2
1909.8,4
1910,3
1910.2,4
1910.4,2
1910.6,2
1910.8,4
1911,4
1911.2,5
1911.4,3
1911.6,1
1911.8,2
1912,3
1912.2,0
1912.4,3
1912.6,2
1912.8,3
1913,2
1913.2,1
1913.4,2
1913.6,4
1913.8,1
1914,3
1914.2,2
1914.4,2
1914.6,3
1914.8,1
1915,1
1915.2,2
1915.4,8
1915.6,3
1915.8,1
1916,1
1916.2,2
1916.4,2
1916.6,4
1916.8,4
1917,6
1917.2,2
1917.4,2
1917.6,2
1917.8,5
1918,1
1918.2,0
1918.4,2
1918.6,2
1918.8,2
1919,1
1919.2,1
1919.4,5
1919.6,2
1919.8,2
1920,2
1920.2,3
1920.4,2
1920.6,2
1920.8,1
1921,0
1921.2,2
1921.4,1
1921.6,3
1921.8,1
1922,2
1922.2,3
1922.4,2
1922.6,0
1922.8,1
1923,2
1923.2,2
1923.4,4
1923.6,2
1923.8,2
1924,3
1924.2,4
1924.4,2
1924.6,3
1924.8,1
1925,4
1925.2,2
1925.4,2
1925.6,0
1925.8,1
1926,2
1926.2,3
1926.4,3
1926.6,0
1926.8,0
1927,1
1927.2,1
1927.4,2
1927.6,2
1927.8,1
1928,2
1928.2,1
1928.4,0
1928.6,0
1928.8,2
1929,1
1929.2,3
1929.4,2
1929.6,3
1929.8,2
1930,0
1930.2,3
1930.4,2
1930.6,4
1930.8,1
1931,1
1931.2,8
1931.4,2
1931.6,2
1931.8,2
1932,4
1932.2,1
1932.4,0
1932.6,2
1932.8,3
1933,1
1933.2,1
1933.4,3
1933.6,2
1933.8,4
1934,6
1934.2,0
1934.4,6
1934.6,1
1934.8,1
1935,2
1935.2,2
1935.4,2
1935.6,1
1935.8,3
1936,3
1936.2,2
1936.4,3
1936.6,2
1936.8,2
1937,2
1937.2,3
1937.4,6
1937.6,2
1937.8,0
1938,5
1938.2,2
1938.4,3
1938.6,4
1938.8,3
1939,0
1939.2,3
1939.4,0
1939.6,1
1939.8,0
1940,3
1940.2,3
1940.4,2
1940.6,1
1940.8,3
1941,2
1941.2,1
1941.4,0
1941.6,0
1941.8,1
1942,6
1942.2,0
1942.4,1
1942.6,3
1942.8,2
1943,2
1943.2,3
1943.4,1
1943.6,0
1943.8,1
1944,3
1944.2,2
1944.4,6
1944.6,0
1944.8,2
1945,1
1945.2,2
1945.4,1
1945.6,0
1945.8,0
1946,3
1946.2,4
1946.4,0
1946.6,1
1946.8,2
1947,6
1947.2,2
1947.4,1
1947.6,3
1947.8,4
1948,4
1948.2,4
1948.4,1
1948.6,3
1948.8,2
1949,4
1949.2,3
1949.4,2
1949.6,3
1949.8,3
1950,2
1950.2,0
1950.4,4
1950.6,1
1950.8,0
1951,3
1951.2,2
1951.4,5
1951.6,2
1951.8,4
1952,1
1952.2,1
1952.4,1
1952.6,3
1952.8,0
1953,2
1953.2,1
1953.4,5
1953.6,1
1953.8,1
1954,1
1954.2,0
1954.4,0
1954.6,4
1954.8,4
1955,5
1955.2,2
1955.4,2
1955.6,2
1955.8,3
1956,1
1956.2,4
1956.4,2
1956.6,2
1956.8,2
1957,2
1957.2,2
1957.4,1
1957.6,2
1957.8,1
1958,1
1958.2,3
1958.4,0
1958.6,1
1958.8,3
1959,3
1959.2,2
1959.4,1
1959.6,1
