Time,Run 1
2661.2,0
2661.4,2
2661.6,1
2661.8,2
2662,1
2662.2,1
2662.4,3
2662.6,3
2662.8,2
2663,4
2663.2,3
2663.4,3
2663.6,1
2663.8,1
2664,1
2664.2,4
2664.4,0
2664.6,2
2664.8,2
2665,1
2665.2,0
2665.4,1
2665.6,1
2665.8,1
2666,4
2666.2,0
2666.4,5
2666.6,1
2666.8,1
2667,1
2667.2,0
2667.4,0
2667.6,2
2667.8,6
2668,2
2668.2,3
2668.4,1
2668.6,0
2668.8,2
2669,2
2669.2,2
2669.4,2
2669.6,1
2669.8,1
2670,3
2670.2,8
2670.4,0
2670.6,0
2670.8,1
2671,6
2671.2,2
2671.4,0
2671.6,1
2671.8,3
2672,4
2672.2,0
2672.4,1
2672.6,1
2672.8,3
2673,3
2673.2,2
2673.4,5
2673.6,0
2673.8,2
2674,3
2674.2,2
2674.4,3
2674.6,2
2674.8,2
2675,2
2675.2,1
2675.4,3
2675.6,1
2675.8,1
2676,1
2676.2,1
2676.4,4
2676.6,3
2676.8,0
2677,2
2677.2,2
2677.4,2
2677.6,2
2677.8,2
2678,0
2678.2,1
2678.4,3
2678.6,2
2678.8,0
2679,2
2679.2,2
2679.4,0
2679.6,0
2679.8,1
2680,2
2680.2,1
2680.4,2
2680.6,3
2680.8,1
2681,1
2681.2,3
2681.4,0
2681.6,2
2681.8,4
2682,3
2682.2,0
2682.4,3
2682.6,2
2682.8,1
2683,2
2683.2,3
2683.4,3
2683.6,0
2683.8,2
2684,2
2684.2,5
2684.4,2
2684.6,3
2684.8,1
2685,2
2685.2,2
2685.4,1
2685.6,3
2685.8,2
2686,3
2686.2,4
2686.4,1
2686.6,3
2686.8,1
2687,3
2687.2,0
2687.4,0
2687.6,2
2687.8,3
2688,1
2688.2,0
2688.4,1
2688.6,0
2688.8,2
2689,3
2689.2,2
2689.4,3
2689.6,1
2689.8,1
2690,0
2690.2,2
2690.4,3
2690.6,0
2690.8,1
2691,3
2691.2,4
2691.4,0
2691.6,1
2691.8,3
2692,2
2692.2,6
2692.4,4
2692.6,5
2692.8,1
2693,1
2693.2,2
2693.4,1
2693.6,2
2693.8,2
2694,0
2694.2,3
2694.4,1
2694.6,3
2694.8,1
2695,5
2695.2,4
2695.4,2
2695.6,3
2695.8,1
2696,4
2696.2,0
2696.4,2
2696.6,2
2696.8,1
2697,3
2697.2,4
2697.4,3
2697.6,2
2697.8,0
2698,1
2698.2,2
2698.4,2
2698.6,4
2698.8,1
2699,2
2699.2,1
2699.4,3
2699.6,4
2699.8,3
2700,0
2700.2,2
2700.4,2
2700.6,2
2700.8,2
2701,0
2701.2,2
2701.4,2
2701.6,0
2701.8,3
2702,6
2702.2,1
2702.4,1
2702.6,0
2702.8,0
2703,1
2703.2,2
2703.4,3
2703.6,2
2703.8,2
2704,0
2704.2,3
2704.4,3
2704.6,3
2704.8,3
2705,1
2705.2,0
2705.4,1
2705.6,1
2705.8,1
2706,2
2706.2,1
2706.4,2
2706.6,2
2706.8,5
2707,0
2707.2,3
2707.4,0
2707.6,3
2707.8,0
2708,1
2708.2,4
2708.4,5
2708.6,1
2708.8,5
2709,3
2709.2,2
2709.4,2
2709.6,2
2709.8,1
2710,1
2710.2,0
2710.4,1
2710.6,2
2710.8,0
2711,6
2711.2,1
2711.4,2
2711.6,3
2711.8,5
2712,2
2712.2,1
2712.4,4
2712.6,3
2712.8,1
2713,2
2713.2,3
2713.4,2
2713.6,2
2713.8,2
2714,2
2714.2,2
2714.4,2
2714.6,1
2714.8,0
2715,2
2715.2,1
2715.4,1
2715.6,1
2715.8,1
2716,2
2716.2,2
2716.4,0
2716.6,2
2716.8,3
2717,1
2717.2,4
2717.4,1
2717.6,4
2717.8,3
2718,2
2718.2,2
2718.4,6
2718.6,1
2718.8,0
2719,3
2719.2,0
2719.4,1
2719.6,0
2719.8,2
2720,2
2720.2,1
2720.4,2
2720.6,1
2720.8,4
2721,4
2721.2,2
2721.4,1
2721.6,0
2721.8,2
2722,1
2722.2,1
2722.4,1
2722.6,2
2722.8,0
2723,2
2723.2,5
2723.4,2
2723.6,1
2723.8,3
2724,3
2724.2,3
2724.4,3
2724.6,4
2724.8,2
2725,4
2725.2,1
2725.4,1
2725.6,4
2725.8,1
2726,0
2726.2,4
2726.4,2
2726.6,1
2726.8,3
2727,2
2727.2,1
2727.4,4
2727.6,3
2727.8,2
2728,3
2728.2,1
2728.4,1
2728.6,3
2728.8,2
2729,2
2729.2,1
2729.4,2
2729.6,2
2729.8,5
2730,4
2730.2,1
2730.4,1
2730.6,2
2730.8,1
2731,3
2731.2,1
2731.4,2
2731.6,1
2731.8,3
2732,2
2732.2,1
2732.4,3
2732.6,2
2732.8,4
2733,0
2733.2,4
2733.4,3
2733.6,0
2733.8,3
2734,0
2734.2,4
2734.4,0
2734.6,3
2734.8,1
2735,2
2735.2,1
2735.4,1
2735.6,2
2735.8,7
2736,0
2736.2,2
2736.4,2
2736.6,3
2736.8,0
2737,7
2737.2,1
2737.4,0
2737.6,3
2737.8,5
2738,3
2738.2,2
2738.4,6
2738.6,3
2738.8,1
2739,1
2739.2,2
2739.4,1
2739.6,2
2739.8,2
2740,4
2740.2,2
2740.4,0
2740.6,1
2740.8,3
2741,1
2741.2,1
2741.4,3
2741.6,1
2741.8,0
2742,3
2742.2,1
2742.4,3
2742.6,2
2742.8,3
2743,3
2743.2,2
2743.4,1
2743.6,1
2743.8,1
2744,4
2744.2,1
2744.4,1
2744.6,4
2744.8,2
2745,1
2745.2,3
2745.4,0
2745.6,1
2745.8,4
2746,5
2746.2,0
2746.4,2
2746.6,7
2746.8,2
2747,3
2747.2,0
2747.4,3
2747.6,1
2747.8,1
2748,4
2748.2,2
2748.4,3
2748.6,3
2748.8,3
2749,2
2749.2,3
2749.4,1
2749.6,1
2749.8,3
2750,0
2750.2,1
2750.4,3
2750.6,2
2750.8,1
2751,1
2751.2,1
2751.4,3
2751.6,3
2751.8,1
2752,4
2752.2,1
2752.4,1
2752.6,0
2752.8,4
2753,1
2753.2,3
2753.4,2
2753.6,0
2753.8,10
2754,2
2754.2,3
2754.4,4
2754.6,4
2754.8,3
2755,0
2755.2,3
2755.4,0
2755.6,2
2755.8,2
2756,0
2756.2,1
2756.4,3
2756.6,2
2756.8,2
2757,1
2757.2,0
2757.4,3
2757.6,2
2757.8,2
2758,1
2758.2,4
2758.4,3
2758.6,1
2758.8,4
2759,1
2759.2,3
2759.4,1
2759.6,2
2759.8,3
2760,0
2760.2,4
2760.4,3
2760.6,0
2760.8,2
2761,1
2761.2,5
2761.4,0
2761.6,1
2761.8,3
2762,1
2762.2,0
2762.4,0
2762.6,0
2762.8,3
2763,1
2763.2,5
2763.4,3
2763.6,1
2763.8,3
2764,1
2764.2,2
2764.4,0
2764.6,5
2764.8,1
2765,2
2765.2,3
2765.4,2
2765.6,0
2765.8,0
2766,4
2766.2,2
2766.4,2
2766.6,3
2766.8,0
2767,1
2767.2,4
2767.4,1
2767.6,1
2767.8,0
2768,3
2768.2,2
2768.4,0
2768.6,2
2768.8,3
2769,2
2769.2,5
2769.4,1
2769.6,3
2769.8,3
2770,1
2770.2,3
2770.4,3
2770.6,2
2770.8,3
2771,3
2771.2,2
2771.4,1
2771.6,0
2771.8,0
2772,1
2772.2,1
2772.4,1
2772.6,0
2772.8,3
2773,3
2773.2,1
2773.4,2
2773.6,1
2773.8,4
2774,1
2774.2,5
2774.4,0
2774.6,3
2774.8,0
2775,1
2775.2,3
2775.4,1
2775.6,0
2775.8,1
2776,1
2776.2,3
2776.4,1
2776.6,0
2776.8,1
2777,5
2777.2,0
2777.4,3
2777.6,2
2777.8,0
2778,1
2778.2,0
2778.4,3
2778.6,0
2778.8,1
2779,3
2779.2,0
2779.4,3
2779.6,3
2779.8,3
2780,2
2780.2,1
2780.4,3
2780.6,4
2780.8,1
2781,2
2781.2,1
2781.4,2
2781.6,2
2781.8,3
2782,4
2782.2,2
2782.4,4
2782.6,1
2782.8,2
2783,0
2783.2,6
2783.4,1
2783.6,1
2783.8,2
2784,2
2784.2,3
2784.4,2
2784.6,1
2784.8,1
2785,2
2785.2,2
2785.4,1
2785.6,2
2785.8,2
2786,0
2786.2,2
2786.4,3
2786.6,4
2786.8,1
2787,2
2787.2,2
2787.4,1
2787.6,1
2787.8,3
2788,1
2788.2,1
2788.4,3
2788.6,3
2788.8,4
2789,1
2789.2,2
2789.4,2
2789.6,1
2789.8,2
2790,1
2790.2,0
2790.4,1
2790.6,1
2790.8,0
2791,2
2791.2,1
2791.4,5
2791.6,0
2791.8,2
2792,1
2792.2,4
2792.4,5
2792.6,4
2792.8,4
2793,1
2793.2,2
2793.4,1
2793.6,1
2793.8,2
2794,0
2794.2,2
2794.4,4
2794.6,5
2794.8,4
2795,1
2795.2,1
2795.4,1
2795.6,2
2795.8,1
2796,3
2796.2,2
2796.4,2
2796.6,4
2796.8,1
2797,1
2797.2,2
2797.4,1
2797.6,1
2797.8,5
2798,2
2798.2,4
2798.4,4
2798.6,3
2798.8,1
2799,2
2799.2,3
2799.4,3
2799.6,2
2799.8,2
2800,3
2800.2,4
2800.4,3
2800.6,2
2800.8,2
2801,1
2801.2,0
2801.4,4
2801.6,0
2801.8,2
2802,0
2802.2,1
2802.4,1
2802.6,0
2802.8,0
2803,2
2803.2,3
2803.4,2
2803.6,1
2803.8,1
2804,1
2804.2,3
2804.4,4
2804.6,3
2804.8,1
2805,1
2805.2,1
2805.4,2
2805.6,0
2805.8,1
2806,3
2806.2,2
2806.4,3
2806.6,5
2806.8,4
2807,0
2807.2,3
2807.4,1
2807.6,1
2807.8,3
2808,0
2808.2,2
2808.4,2
2808.6,2
2808.8,0
2809,3
2809.2,3
2809.4,1
2809.6,3
2809.8,1
2810,2
2810.2,1
2810.4,1
2810.6,0
2810.8,2
2811,3
2811.2,1
2811.4,3
2811.6,0
2811.8,3
2812,1
2812.2,2
2812.4,1
2812.6,3
2812.8,3
2813,1
2813.2,0
2813.4,2
2813.6,3
2813.8,1
2814,2
2814.2,2
2814.4,2
2814.6,1
2814.8,2
2815,4
2815.2,0
2815.4,3
2815.6,3
2815.8,3
2816,3
2816.2,4
2816.4,2
2816.6,0
2816.8,2
2817,3
2817.2,1
2817.4,3
2817.6,0
2817.8,0
2818,0
2818.2,1
2818.4,2
2818.6,2
2818.8,0
2819,0
2819.2,4
2819.4,0
2819.6,2
2819.8,0
2820,2
2820.2,3
2820.4,2
2820.6,2
2820.8,2
2821,2
2821.2,3
2821.4,3
2821.6,4
2821.8,7
2822,0
2822.2,0
2822.4,1
2822.6,0
2822.8,1
2823,2
2823.2,1
2823.4,2
2823.6,2
2823.8,1
2824,4
2824.2,1
2824.4,4
2824.6,1
2824.8,2
2825,1
2825.2,5
2825.4,5
2825.6,3
2825.8,1
2826,2
2826.2,1
2826.4,3
2826.6,2
2826.8,1
2827,4
2827.2,2
2827.4,1
2827.6,3
2827.8,3
2828,3
2828.2,2
2828.4,2
2828.6,1
2828.8,2
2829,3
2829.2,0
2829.4,0
2829.6,0
2829.8,0
2830,1
2830.2,1
2830.4,3
2830.6,0
2830.8,5
2831,1
2831.2,1
2831.4,1
2831.6,0
2831.8,1
2832,1
2832.2,2
2832.4,2
2832.6,4
2832.8,4
2833,0
2833.2,5
2833.4,5
2833.6,6
2833.8,4
2834,2
2834.2,3
2834.4,3
2834.6,1
2834.8,2
2835,4
2835.2,2
2835.4,1
2835.6,3
2835.8,1
2836,1
2836.2,1
2836.4,1
2836.6,3
2836.8,3
2837,3
2837.2,1
2837.4,2
2837.6,1
2837.8,2
2838,1
2838.2,2
2838.4,1
2838.6,1
2838.8,2
2839,3
2839.2,2
2839.4,0
2839.6,0
2839.8,2
2840,2
2840.2,1
2840.4,0
2840.6,0
2840.8,1
2841,2
2841.2,3
2841.4,2
2841.6,6
2841.8,1
2842,2
2842.2,4
2842.4,1
2842.6,0
2842.8,0
2843,1
2843.2,2
2843.4,2
2843.6,0
2843.8,2
2844,4
2844.2,3
2844.4,0
2844.6,2
2844.8,2
2845,2
2845.2,2
2845.4,2
2845.6,4
2845.8,3
2846,2
2846.2,3
2846.4,1
2846.6,0
2846.8,2
2847,2
2847.2,6
2847.4,2
2847.6,1
2847.8,2
2848,4
2848.2,3
2848.4,3
2848.6,3
2848.8,1
2849,2
2849.2,4
2849.4,1
2849.6,2
2849.8,2
2850,1
2850.2,2
2850.4,1
2850.6,3
2850.8,2
2851,4
2851.2,4
2851.4,1
2851.6,3
2851.8,8
2852,1
2852.2,3
2852.4,1
2852.6,3
2852.8,4
2853,3
2853.2,5
2853.4,2
2853.6,3
2853.8,1
2854,0
2854.2,2
2854.4,1
2854.6,3
2854.8,2
2855,2
2855.2,3
2855.4,6
2855.6,2
2855.8,0
2856,6
2856.2,1
2856.4,3
2856.6,2
2856.8,4
2857,0
2857.2,5
2857.4,0
2857.6,2
2857.8,0
2858,3
2858.2,1
2858.4,3
2858.6,2
2858.8,0
2859,2
2859.2,0
2859.4,4
2859.6,1
2859.8,6
2860,3
2860.2,1
2860.4,2
2860.6,3
2860.8,2
2861,1
2861.2,0
2861.4,2
2861.6,2
2861.8,1
2862,0
2862.2,4
2862.4,2
2862.6,2
2862.8,1
2863,5
2863.2,2
2863.4,3
2863.6,3
2863.8,3
2864,1
2864.2,5
2864.4,3
2864.6,1
2864.8,1
2865,4
2865.2,2
2865.4,0
2865.6,4
2865.8,2
2866,1
2866.2,0
2866.4,1
2866.6,3
2866.8,3
2867,0
2867.2,2
2867.4,2
2867.6,4
2867.8,1
2868,3
2868.2,1
2868.4,1
2868.6,0
2868.8,1
2869,2
2869.2,3
2869.4,0
2869.6,2
2869.8,7
2870,3
2870.2,2
2870.4,3
2870.6,3
2870.8,0
2871,0
2871.2,1
2871.4,4
2871.6,0
2871.8,2
2872,0
2872.2,5
2872.4,0
2872.6,1
2872.8,1
2873,4
2873.2,2
2873.4,1
2873.6,2
2873.8,4
2874,3
2874.2,2
2874.4,1
2874.6,4
2874.8,3
2875,2
2875.2,2
2875.4,2
2875.6,2
2875.8,0
2876,2
2876.2,1
2876.4,1
2876.6,4
2876.8,1
2877,5
2877.2,1
2877.4,4
2877.6,0
2877.8,1
2878,2
2878.2,1
2878.4,2
2878.6,3
2878.8,5
2879,2
2879.2,2
2879.4,1
2879.6,1
2879.8,1
2880,4
2880.2,1
2880.4,2
2880.6,3
2880.8,0
2881,4
2881.2,3
2881.4,3
2881.6,1
2881.8,2
2882,1
2882.2,3
2882.4,3
2882.6,3
2882.8,4
2883,6
2883.2,1
2883.4,2
2883.6,2
2883.8,2
2884,1
2884.2,2
2884.4,4
2884.6,1
2884.8,1
2885,2
2885.2,1
2885.4,3
2885.6,2
2885.8,0
2886,0
2886.2,3
2886.4,2
2886.6,4
2886.8,1
2887,1
2887.2,1
2887.4,3
2887.6,5
2887.8,2
2888,2
2888.2,1
2888.4,0
2888.6,3
2888.8,1
2889,1
2889.2,3
2889.4,2
2889.6,1
2889.8,1
2890,1
2890.2,1
2890.4,2
2890.6,1
2890.8,3
2891,3
2891.2,0
2891.4,1
2891.6,6
2891.8,3
2892,4
2892.2,1
2892.4,1
2892.6,4
2892.8,3
2893,2
2893.2,1
2893.4,3
2893.6,1
2893.8,1
2894,3
2894.2,1
2894.4,4
2894.6,1
2894.8,1
2895,1
2895.2,1
2895.4,5
2895.6,3
2895.8,2
2896,3
2896.2,2
2896.4,1
2896.6,2
2896.8,1
2897,0
2897.2,5
2897.4,1
2897.6,3
2897.8,0
2898,4
2898.2,1
2898.4,4
2898.6,1
2898.8,2
2899,2
2899.2,0
2899.4,2
2899.6,3
2899.8,2
2900,2
2900.2,2
2900.4,2
2900.6,1
2900.8,2
2901,2
2901.2,1
2901.4,2
2901.6,3
2901.8,4
2902,2
2902.2,4
2902.4,1
2902.6,1
2902.8,2
2903,3
2903.2,2
2903.4,0
2903.6,0
2903.8,3
2904,0
2904.2,1
2904.4,3
2904.6,1
2904.8,0
2905,1
2905.2,1
2905.4,4
2905.6,2
2905.8,2
2906,3
2906.2,2
2906.4,2
2906.6,1
2906.8,4
2907,1
2907.2,6
2907.4,3
2907.6,2
2907.8,2
2908,3
2908.2,0
2908.4,2
2908.6,0
2908.8,1
2909,2
2909.2,2
2909.4,1
2909.6,0
2909.8,0
2910,2
2910.2,3
2910.4,1
2910.6,3
2910.8,3
2911,4
2911.2,2
2911.4,4
2911.6,1
2911.8,1
2912,1
2912.2,1
2912.4,2
2912.6,2
2912.8,1
2913,3
2913.2,1
2913.4,2
2913.6,4
2913.8,2
2914,1
2914.2,0
2914.4,2
2914.6,1
2914.8,0
2915,2
2915.2,2
2915.4,1
2915.6,1
2915.8,1
2916,0
2916.2,5
2916.4,0
2916.6,0
2916.8,3
2917,3
2917.2,2
2917.4,1
2917.6,2
2917.8,0
2918,3
2918.2,1
2918.4,3
2918.6,1
2918.8,0
2919,1
2919.2,3
2919.4,0
2919.6,0
2919.8,3
2920,3
2920.2,1
2920.4,1
2920.6,2
2920.8,1
2921,1
2921.2,2
2921.4,2
2921.6,1
2921.8,1
2922,3
2922.2,2
2922.4,3
2922.6,2
2922.8,3
2923,0
2923.2,2
2923.4,4
2923.6,2
2923.8,4
2924,1
2924.2,2
2924.4,2
2924.6,2
2924.8,1
2925,1
2925.2,3
2925.4,2
2925.6,2
2925.8,6
2926,1
2926.2,1
2926.4,0
2926.6,0
2926.8,1
2927,4
2927.2,1
2927.4,2
2927.6,3
2927.8,1
2928,5
2928.2,1
2928.4,1
2928.6,1
2928.8,2
2929,0
2929.2,5
2929.4,1
2929.6,2
2929.8,4
2930,2
2930.2,0
2930.4,2
2930.6,2
2930.8,2
2931,3
2931.2,7
2931.4,1
2931.6,1
2931.8,0
2932,3
2932.2,1
2932.4,4
2932.6,2
2932.8,1
2933,1
2933.2,1
2933.4,0
2933.6,2
2933.8,2
2934,2
2934.2,1
2934.4,2
2934.6,1
2934.8,2
2935,3
2935.2,3
2935.4,0
2935.6,2
2935.8,4
2936,2
2936.2,4
2936.4,2
2936.6,2
2936.8,2
2937,2
2937.2,2
2937.4,5
2937.6,2
2937.8,1
2938,1
2938.2,0
2938.4,1
2938.6,1
2938.8,2
2939,2
2939.2,2
2939.4,0
2939.6,4
2939.8,2
2940,2
2940.2,4
2940.4,3
2940.6,1
2940.8,1
2941,3
2941.2,2
2941.4,0
2941.6,4
2941.8,2
2942,2
2942.2,5
2942.4,2
2942.6,2
2942.8,2
2943,3
2943.2,2
2943.4,6
2943.6,1
2943.8,2
2944,1
2944.2,0
2944.4,3
2944.6,2
2944.8,0
2945,1
2945.2,5
2945.4,0
2945.6,1
2945.8,3
2946,0
2946.2,2
2946.4,6
2946.6,1
2946.8,3
2947,2
2947.2,0
2947.4,1
2947.6,3
2947.8,1
2948,0
2948.2,1
2948.4,0
2948.6,3
2948.8,1
2949,1
2949.2,1
2949.4,1
2949.6,0
2949.8,2
2950,1
2950.2,3
2950.4,2
2950.6,1
2950.8,6
2951,0
2951.2,3
2951.4,2
2951.6,2
2951.8,3
2952,2
2952.2,3
2952.4,1
2952.6,3
2952.8,2
2953,3
2953.2,0
2953.4,2
2953.6,1
2953.8,1
2954,2
2954.2,4
2954.4,1
2954.6,2
2954.8,4
2955,2
2955.2,2
2955.4,4
2955.6,1
2955.8,3
2956,1
2956.2,1
2956.4,3
2956.6,3
2956.8,2
2957,2
2957.2,3
2957.4,2
2957.6,2
2957.8,2
2958,3
2958.2,0
2958.4,3
2958.6,4
2958.8,2
2959,2
2959.2,3
2959.4,2
2959.6,2
2959.8,1
2960,2
2960.2,2
2960.4,4
2960.6,2
2960.8,6
2961,1
2961.2,3
2961.4,2
2961.6,4
2961.8,1
2962,2
2962.2,2
2962.4,2
2962.6,3
2962.8,2
2963,3
2963.2,1
2963.4,3
2963.6,1
2963.8,3
2964,0
2964.2,5
2964.4,3
2964.6,2
2964.8,3
2965,3
2965.2,4
2965.4,1
2965.6,1
2965.8,3
2966,3
2966.2,5
2966.4,4
2966.6,2
2966.8,4
2967,2
2967.2,2
2967.4,5
2967.6,1
2967.8,2
2968,2
2968.2,0
2968.4,2
2968.6,1
2968.8,1
2969,3
2969.2,5
2969.4,3
2969.6,1
2969.8,3
2970,0
2970.2,2
2970.4,1
2970.6,1
2970.8,1
2971,2
2971.2,0
2971.4,6
2971.6,1
2971.8,2
2972,0
2972.2,1
2972.4,3
2972.6,5
2972.8,2
2973,1
2973.2,1
2973.4,3
2973.6,0
2973.8,1
2974,5
2974.2,0
2974.4,3
2974.6,1
2974.8,3
2975,2
2975.2,3
2975.4,2
2975.6,3
2975.8,1
2976,3
2976.2,3
2976.4,0
2976.6,3
2976.8,1
2977,0
2977.2,1
2977.4,0
2977.6,2
2977.8,3
2978,2
2978.2,2
2978.4,1
2978.6,1
2978.8,1
2979,5
2979.2,1
2979.4,1
2979.6,2
2979.8,3
2980,3
2980.2,4
2980.4,1
2980.6,0
2980.8,2
2981,2
2981.2,1
2981.4,1
2981.6,2
2981.8,4
2982,2
2982.2,2
2982.4,3
2982.6,1
2982.8,1
2983,0
2983.2,0
2983.4,2
2983.6,2
2983.8,2
2984,0
2984.2,2
2984.4,4
2984.6,0
2984.8,1
2985,2
2985.2,1
2985.4,1
2985.6,3
2985.8,0
2986,1
2986.2,2
2986.4,1
2986.6,2
2986.8,2
2987,1
2987.2,4
2987.4,4
2987.6,1
2987.8,2
2988,3
2988.2,1
2988.4,2
2988.6,3
2988.8,3
2989,2
2989.2,0
2989.4,0
2989.6,3
2989.8,1
2990,2
2990.2,3
2990.4,2
2990.6,1
2990.8,0
2991,2
2991.2,1
2991.4,2
2991.6,2
2991.8,2
2992,3
2992.2,1
2992.4,2
2992.6,3
2992.8,4
2993,2
2993.2,2
2993.4,3
2993.6,6
2993.8,1
2994,3
2994.2,3
2994.4,3
2994.6,2
2994.8,1
2995,2
2995.2,1
2995.4,3
2995.6,1
2995.8,3
2996,4
2996.2,1
2996.4,2
2996.6,3
2996.8,2
2997,3
2997.2,2
2997.4,3
2997.6,4
2997.8,2
2998,1
2998.2,3
2998.4,5
2998.6,1
2998.8,0
2999,7
2999.2,0
2999.4,1
2999.6,4
2999.8,1
3000,0
3000.2,2
3000.4,1
3000.6,0
3000.8,3
3001,0
3001.2,2
3001.4,2
3001.6,1
3001.8,3
3002,2
3002.2,1
3002.4,1
3002.6,1
3002.8,5
3003,4
3003.2,1
3003.4,0
3003.6,1
3003.8,3
3004,0
3004.2,5
3004.4,4
3004.6,3
3004.8,4
3005,2
3005.2,1
3005.4,1
3005.6,0
3005.8,1
3006,3
3006.2,5
3006.4,2
3006.6,6
3006.8,1
3007,4
3007.2,1
3007.4,4
3007.6,0
3007.8,0
3008,1
3008.2,2
3008.4,3
3008.6,3
3008.8,1
3009,3
3009.2,0
3009.4,4
3009.6,1
3009.8,3
3010,1
3010.2,2
3010.4,0
3010.6,1
3010.8,6
3011,0
3011.2,2
3011.4,1
3011.6,3
3011.8,2
3012,2
3012.2,2
3012.4,0
3012.6,2
3012.8,0
3013,4
3013.2,3
3013.4,0
3013.6,3
3013.8,1
3014,4
3014.2,1
3014.4,4
3014.6,1
3014.8,3
3015,4
3015.2,1
3015.4,1
3015.6,2
3015.8,3
3016,2
3016.2,2
3016.4,2
3016.6,2
3016.8,2
3017,3
3017.2,3
3017.4,3
3017.6,3
3017.8,1
3018,5
3018.2,3
3018.4,3
3018.6,1
3018.8,3
3019,2
3019.2,2
3019.4,2
3019.6,4
3019.8,0
3020,4
3020.2,1
3020.4,3
3020.6,1
3020.8,0
3021,0
3021.2,0
3021.4,1
3021.6,0
3021.8,3
3022,1
3022.2,2
3022.4,0
3022.6,2
3022.8,4
3023,2
3023.2,2
3023.4,2
3023.6,1
3023.8,1
3024,0
3024.2,0
3024.4,1
3024.6,0
3024.8,0
3025,1
3025.2,2
3025.4,6
3025.6,3
3025.8,3
3026,1
3026.2,3
3026.4,2
3026.6,1
3026.8,0
3027,4
3027.2,4
3027.4,4
3027.6,1
3027.8,1
3028,0
3028.2,1
3028.4,5
3028.6,5
3028.8,2
3029,1
3029.2,0
3029.4,2
3029.6,2
3029.8,3
3030,2
3030.2,2
3030.4,3
3030.6,1
3030.8,0
3031,1
3031.2,3
3031.4,2
3031.6,5
3031.8,1
3032,5
3032.2,2
3032.4,2
3032.6,2
3032.8,2
3033,1
3033.2,0
3033.4,4
3033.6,3
3033.8,5
3034,4
3034.2,1
3034.4,1
3034.6,2
3034.8,4
3035,5
3035.2,3
3035.4,0
3035.6,4
3035.8,2
3036,2
3036.2,3
3036.4,3
3036.6,3
3036.8,3
3037,3
3037.2,2
3037.4,2
3037.6,3
3037.8,1
3038,4
3038.2,2
3038.4,6
3038.6,2
3038.8,3
3039,3
3039.2,2
3039.4,2
3039.6,3
3039.8,1
3040,0
3040.2,1
3040.4,1
3040.6,4
3040.8,1
3041,2
3041.2,1
3041.4,3
3041.6,3
3041.8,4
3042,1
3042.2,0
3042.4,1
3042.6,3
3042.8,0
3043,1
3043.2,0
3043.4,1
3043.6,1
3043.8,3
3044,2
3044.2,1
3044.4,1
3044.6,0
3044.8,2
3045,1
3045.2,2
3045.4,3
3045.6,2
3045.8,0
3046,0
3046.2,1
3046.4,2
3046.6,5
3046.8,3
3047,1
3047.2,0
3047.4,4
3047.6,2
3047.8,3
3048,1
3048.2,2
3048.4,2
3048.6,0
3048.8,2
3049,1
3049.2,1
3049.4,2
3049.6,2
3049.8,0
3050,0
3050.2,1
3050.4,4
3050.6,3
3050.8,1
3051,1
3051.2,1
3051.4,1
3051.6,3
3051.8,2
3052,3
3052.2,2
3052.4,4
3052.6,1
3052.8,2
3053,2
3053.2,1
3053.4,2
3053.6,6
3053.8,3
3054,2
3054.2,2
3054.4,2
3054.6,5
3054.8,0
3055,3
3055.2,3
3055.4,1
3055.6,1
3055.8,2
3056,1
3056.2,3
3056.4,3
3056.6,2
3056.8,3
3057,0
3057.2,1
3057.4,3
3057.6,0
3057.8,0
3058,3
3058.2,3
3058.4,1
3058.6,1
3058.8,1
3059,1
3059.2,1
3059.4,1
3059.6,1
3059.8,2
3060,7
3060.2,3
3060.4,3
3060.6,1
3060.8,2
3061,3
3061.2,3
3061.4,1
3061.6,0
3061.8,0
3062,0
3062.2,2
3062.4,3
3062.6,2
3062.8,3
3063,2
3063.2,2
3063.4,3
3063.6,1
3063.8,3
3064,2
3064.2,3
3064.4,1
3064.6,3
3064.8,1
3065,2
3065.2,2
3065.4,3
3065.6,3
3065.8,5
3066,2
3066.2,1
3066.4,0
3066.6,2
3066.8,0
3067,2
3067.2,1
3067.4,1
3067.6,2
3067.8,5
3068,0
3068.2,0
3068.4,4
3068.6,2
3068.8,1
3069,1
3069.2,2
3069.4,0
3069.6,0
3069.8,1
3070,1
3070.2,1
3070.4,2
3070.6,3
3070.8,1
3071,1
3071.2,1
3071.4,3
3071.6,6
3071.8,2
3072,3
3072.2,2
3072.4,4
3072.6,1
3072.8,2
3073,3
3073.2,2
3073.4,1
3073.6,1
3073.8,2
3074,5
3074.2,2
3074.4,3
3074.6,2
3074.8,3
3075,1
3075.2,1
3075.4,1
3075.6,0
3075.8,1
3076,0
3076.2,2
3076.4,4
3076.6,0
3076.8,1
3077,3
3077.2,1
3077.4,3
3077.6,1
3077.8,1
3078,3
3078.2,1
3078.4,1
3078.6,0
3078.8,2
3079,3
3079.2,1
3079.4,2
3079.6,1
3079.8,3
3080,1
3080.2,0
3080.4,2
3080.6,1
3080.8,1
3081,4
3081.2,3
3081.4,0
3081.6,5
3081.8,1
3082,3
3082.2,5
3082.4,4
3082.6,2
3082.8,4
3083,1
3083.2,0
3083.4,1
3083.6,0
3083.8,0
3084,1
3084.2,2
3084.4,3
3084.6,3
3084.8,4
3085,1
